55.55555555555556,2,0
20.0,0,0
0.9,4,0
0,0,0
5.0,0,0
0,0,0
0,1,0
0,1,0
55.55555555555556,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,10,0
10.0,10,0
0.8,100,0
10.0,100,0
10.0,100,0
0,0,0
0,0,0
0,0,0
55.55555555555556,0,0
100.0,0,0
0,0,0
0,0,0
5.0,0,0
0,3,0
10.0,3,0
7.5,2,0
55.55555555555556,0,0
0,0,0
11.11111111111111,0,0
55.55555555555556,0,0
0,0,0
125.0,0,1
0,1,0
0,1,0
0,4,0
10.0,1,0
10.0,1,0
55.55555555555556,3,1
0,1,0
0,10,0
0,4,0
10.0,10,0
0.95,100,0
10.0,10,0
55.55555555555556,8,0
5.0,1,0
0,0,0
5.0,0,0
0,0,0
55.55555555555556,0,0
55.55555555555556,3,0
0.85,4,0
10.0,1,0
7.5,1,0
10.0,100,0
8.88888888888889,100,0
10.0,1,0
55.55555555555556,1,0
20.0,5,0
50.0,100,0
0,1,0
10.0,7,0
55.55555555555556,1,0
55.55555555555556,0,0
0,0,0
0,0,0
0,0,0
0,0,0
8.88888888888889,0,0
0,2,0
5.0,2,0
10.0,2,0
0,2,0
55.55555555555556,0,0
7.5,10,0
55.55555555555556,0,0
55.55555555555556,0,0
0.8,3,0
5.0,0,0
10.0,4,0
10.0,4,0
10.0,2,0
0,4,0
500.0,0,0
55.55555555555556,10,0
55.55555555555556,2,0
10.0,3,0
10.0,0,0
10.0,2,0
10.0,1,0
55.55555555555556,0,0
4.0,100,0
11.11111111111111,100,1
55.55555555555556,4,0
4.0,100,0
5.0,10,0
55.55555555555556,2,1
3.3333333333333335,100,0
5.0,100,0
111.11111111111111,0,0
0,1,0
10.0,1,0
55.55555555555556,5,0
0.95,0,0
55.55555555555556,1,1
0,1,0
55.55555555555556,1,0
500.0,6,0
55.55555555555556,1,0
5.0,2,0
10.0,2,0
0,10,0
25.0,10,0
5.0,0,0
0,1,0
10.0,1,0
10.0,1,0
0,10,0
125.0,4,0
55.55555555555556,4,0
125.0,4,0
10.0,0,0
0,4,0
0,0,0
0,0,0
10.0,10,0
0.95,6,0
0,0,0
0,0,0
55.55555555555556,0,0
8.88888888888889,100,0
0,1,0
10.0,1,0
0,1,0
0,0,0
55.55555555555556,0,0
0,1,0
0,0,0
0,0,0
0,0,0
10.0,1,0
10.0,1,0
0,0,0
0,0,0
0,1,0
0,1,0
0,1,0
55.55555555555556,10,0
10.0,2,0
55.55555555555556,0,0
5.0,0,0
55.55555555555556,0,0
125.0,0,0
5.0,0,0
5.0,10,0
55.55555555555556,0,1
0,0,0
0,0,0
55.55555555555556,1,0
0,0,0
0,0,0
20.0,0,0
0,0,0
0,7,0
8.88888888888889,6,0
125.0,0,0
0,1,0
10.0,8,0
10.0,10,0
7.5,10,0
10.0,10,0
0,0,0
100.0,0,0
10.0,2,0
0,0,0
11.11111111111111,0,1
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.95,0,0
0,0,0
0,0,0
10.0,3,0
5.0,3,0
5.0,3,0
55.55555555555556,10,0
20.0,3,0
10.0,10,0
10.0,10,0
5.0,4,0
10.0,4,0
10.0,10,0
55.55555555555556,4,0
55.55555555555556,4,0
10.0,3,0
10.0,100,0
5.0,10,0
20.0,0,0
111.11111111111111,0,0
0,3,0
55.55555555555556,1,0
0,0,0
0,0,0
10.0,5,0
11.11111111111111,0,0
0.95,100,0
0,1,0
10.0,1,1
0,1,0
0,0,0
0,1,0
55.55555555555556,0,0
0,0,0
55.55555555555556,0,0
55.55555555555556,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
55.55555555555556,10,0
125.0,3,0
8.88888888888889,100,0
5.0,0,0
0,0,0
0,0,0
10.0,100,0
0,0,0
0,0,0
0,0,0
0,0,0
0.95,100,1
125.0,0,0
0.95,0,0
7.5,0,0
20.0,3,0
40.0,3,0
10.0,8,0
5.0,100,0
55.55555555555556,9,0
125.0,0,0
125.0,0,0
7.5,10,0
111.11111111111111,0,0
30.0,10,0
5.0,10,0
5.0,0,0
500.0,0,0
3.3333333333333335,0,0
12.5,0,0
10.0,10,0
30.0,0,0
10.0,7,0
10.0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
55.55555555555556,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
125.0,0,0
125.0,0,0
0,0,0
55.55555555555556,0,0
5.0,3,0
125.0,0,0
125.0,0,0
125.0,0,0
111.11111111111111,4,0
125.0,9,0
0,8,0
20.0,1,0
10.0,1,0
0,1,0
10.0,1,0
55.55555555555556,0,0
0,0,0
